,Unnamed: 0,name,nba_career_length,Games,Points,Rebounds,Assists,FGP,FTP,EFGP,best_year,TFGP,WS,url,allstar
1954,1954,Sean Williams,4.0,69.0,5.5,4.2,0.6,57.7,60.5,57.7,1.0,,7.6,willise01.html,False
1955,1955,Shammond Williams,7.0,134.0,10.8,2.5,3.0,45.5,84.9,57.0,5.0,40.3,,willish01.html,False
1956,1956,Shawne Williams,7.0,36.0,13.2,6.2,1.9,41.6,78.6,48.0,1.0,31.2,5.3,willish03.html,False
1957,1957,Shelden Williams,6.0,139.0,13.9,9.1,0.9,57.2,69.4,57.3,2.0,33.3,29.2,willish02.html,False
1958,1958,Sly Williams,7.0,84.0,21.2,8.4,,49.6,70.6,,2.0,,,willisl01.html,False
1959,1959,Terrence Williams,4.0,140.0,11.2,6.9,3.9,40.0,58.9,46.7,2.0,32.0,15.3,willite01.html,False
1960,1960,Travis Williams,2.0,90.0,17.5,9.2,1.1,50.5,63.6,50.5,1.0,0.0,,willitr01.html,False
1961,1961,Walt Williams,11.0,105.0,16.2,4.6,3.9,46.6,76.2,52.8,3.0,35.9,,williwa02.html,False
1962,1962,Corliss Williamson,12.0,91.0,19.0,7.1,2.1,58.3,67.2,58.3,3.0,16.7,,willico02.html,False
1963,1963,John Williamson,8.0,43.0,27.2,6.3,,48.9,76.5,,3.0,,,willijo01.html,False
1964,1964,Kevin Willis,21.0,79.0,10.1,7.1,0.2,53.0,57.9,,7.0,,,willike02.html,True
1965,1965,Dedric Willoughby,1.0,93.0,15.7,3.2,1.8,42.1,79.6,53.5,1.0,38.9,,willode01.html,False
1966,1966,Bobby Wilson,4.0,61.0,5.1,2.9,,44.8,63.2,,2.0,,,wilsobo03.html,False
1967,1967,Jamil Wilson,1.0,127.0,8.5,4.6,1.6,43.7,70.8,48.5,1.0,33.6,9.6,wilsoja02.html,False
1968,1968,Michael Wilson,3.0,119.0,10.9,3.5,3.3,49.2,72.4,,2.0,,,wilsomi01.html,False
1969,1969,Othell Wilson,2.0,127.0,11.3,3.0,3.9,51.1,73.4,,1.0,,,wilsoot01.html,False
1970,1970,Rick Wilson,2.0,113.0,12.6,4.7,3.7,53.0,77.7,,1.0,,,wilsori01.html,False
1971,1971,Ricky Wilson,1.0,116.0,13.0,3.1,3.5,47.4,68.7,,1.0,,,wilsori02.html,False
1972,1972,Trevor Wilson,4.0,126.0,14.3,7.9,2.4,49.8,58.7,49.9,2.0,16.7,,wilsotr01.html,False
1973,1973,Kyle Wiltjer,1.0,147.0,13.0,4.6,1.3,48.7,82.4,57.4,1.0,42.5,19.3,wiltjky01.html,False
1974,1974,Kennard Winchester,3.0,78.0,11.8,4.8,1.3,48.0,72.1,,1.0,,,winchke01.html,False
1975,1975,Lee Winfield,7.0,51.0,16.0,7.2,,46.5,65.4,,2.0,,,winfile01.html,False
1976,1976,David Wingate,15.0,139.0,12.8,3.6,2.6,46.7,71.9,,6.0,,,wingada01.html,False
1977,1977,Dontonio Wingfield,4.0,29.0,16.0,9.0,2.0,42.2,66.9,47.9,3.0,40.4,,wingfdo01.html,False
1978,1978,Brian Winters,9.0,82.0,13.2,4.0,2.3,49.9,79.8,,4.0,,,wintebr01.html,True
1979,1979,Willie Wise,9.0,55.0,14.0,11.4,,48.7,65.2,,1.0,,,wisewi01.html,True
1980,1980,Jeff Withey,5.0,117.0,8.0,5.4,0.6,56.8,72.6,56.9,3.0,100.0,13.0,witheje01.html,False
1981,1981,Luke Witte,3.0,73.0,16.6,11.2,,52.3,65.6,,1.0,,,wittelu01.html,False
1982,1982,Randy Wittman,9.0,133.0,11.6,3.0,3.2,52.4,77.9,,3.0,,,wittmra01.html,False
1983,1983,Garry Witts,1.0,115.0,12.2,4.8,2.6,54.1,79.2,,1.0,,,wittsga01.html,False
1984,1984,Dave Wohl,7.0,81.0,15.1,2.8,,44.0,83.7,,2.0,,,wohlda01.html,False
1985,1985,Joe Wolf,11.0,128.0,9.6,5.5,1.9,55.1,76.5,,4.0,,,wolfjo01.html,False
1986,1986,Nate Wolters,3.0,127.0,18.5,4.7,5.3,45.0,80.3,49.7,1.0,34.2,23.8,woltena01.html,False
1987,1987,Al Wood,6.0,126.0,16.0,5.0,1.4,56.0,76.4,,4.0,,,woodal01.html,False
1988,1988,David Wood,7.0,58.0,10.4,7.7,1.3,48.8,70.2,54.3,2.0,41.6,,woodda01.html,False
1989,1989,Howard Wood,1.0,115.0,10.4,5.2,0.6,50.9,80.2,,1.0,,,woodho01.html,False
1990,1990,Leon Wood,6.0,115.0,17.2,1.9,6.7,47.2,80.8,,3.0,,,woodle01.html,False
1991,1991,Loren Woods,6.0,107.0,11.1,6.5,1.3,49.3,74.5,49.4,4.0,22.2,16.2,woodslo01.html,False
1992,1992,Randy Woods,4.0,88.0,20.6,4.8,3.9,41.3,79.4,51.0,2.0,35.2,,woodsra01.html,False
1993,1993,Mike Woodson,11.0,104.0,19.8,5.6,2.1,50.5,78.0,,3.0,,,woodsmi01.html,False
1994,1994,Orlando Woolridge,13.0,109.0,10.6,5.0,1.2,59.5,66.9,,6.0,,,woolror01.html,False
1995,1995,Haywoode Workman,8.0,85.0,17.7,5.2,4.4,42.5,78.8,46.2,2.0,31.0,,workmha01.html,False
1996,1996,Sam Worthen,2.0,56.0,14.4,4.2,6.9,49.2,79.6,,1.0,,,worthsa01.html,False
1997,1997,Antoine Wright,6.0,87.0,15.4,5.6,2.1,41.2,64.8,49.2,5.0,37.6,8.5,wrighan01.html,False
1998,1998,Bracey Wright,2.0,85.0,17.6,5.1,2.4,40.5,77.6,48.5,2.0,35.0,10.3,wrighbr02.html,False
1999,1999,Brad Wright,2.0,99.0,5.6,4.7,0.7,52.4,61.7,,1.0,,,wrighbr01.html,False
2000,2000,Brandan Wright,10.0,37.0,14.7,6.2,1.0,64.6,56.7,64.6,7.0,,7.6,wrighbr03.html,False
2001,2001,Chris Wright,1.0,123.0,13.0,7.2,1.2,48.9,66.2,50.0,1.0,22.9,16.1,wrighch02.html,False
2002,2002,Howard Wright,2.0,124.0,12.9,6.9,1.6,55.3,63.0,,1.0,,,wrighho02.html,False
2003,2003,Julian Wright,4.0,71.0,10.4,6.3,2.0,55.5,59.1,55.7,3.0,18.8,10.8,wrighju01.html,False
2004,2004,Larry Wright,6.0,129.0,8.6,2.1,1.4,40.0,83.6,49.9,3.0,37.1,7.6,wrighla01.html,False
2005,2005,Lorenzen Wright,13.0,64.0,16.0,10.3,1.3,55.1,63.5,55.1,9.0,0.0,,wrighlo02.html,False
2006,2006,Sharone Wright,4.0,92.0,14.2,9.8,0.8,53.1,63.2,53.1,1.0,0.0,,wrighsh01.html,False
2007,2007,Tony Wroten,4.0,35.0,16.0,5.0,3.7,44.3,58.3,45.3,2.0,16.1,3.2,wroteto01.html,False
2008,2008,Vincent Yarbrough,1.0,127.0,13.7,6.8,2.3,44.0,68.7,50.4,1.0,34.0,15.2,yarbrvi01.html,False
2009,2009,Rich Yonakor,1.0,110.0,5.4,3.7,1.6,50.3,72.1,,1.0,,,yonakri01.html,False
2010,2010,Danny Young,10.0,122.0,9.6,1.9,4.0,47.5,70.8,,2.0,,,youngda01.html,False
2011,2011,James Young,4.0,40.0,14.3,4.3,1.7,40.7,70.6,49.8,1.0,34.9,4.7,youngja01.html,False
2012,2012,Joe Young,3.0,29.0,3.8,1.8,0.6,37.7,73.7,45.3,3.0,34.0,0.2,youngjo01.html,False
2013,2013,Michael Young,3.0,134.0,15.2,5.9,2.1,49.1,63.1,,3.0,,,youngmi01.html,False
2014,2014,Nick Young,12.0,96.0,15.5,5.1,1.4,48.4,76.4,52.5,1.0,36.8,10.9,youngni01.html,False
2015,2015,Perry Young,1.0,129.0,14.7,6.0,2.4,51.7,68.9,,1.0,,,youngpe01.html,False
2016,2016,Sam Young,4.0,143.0,13.2,5.0,1.0,49.8,69.2,53.8,1.0,35.6,19.7,youngsa01.html,False
2017,2017,Tim Young,1.0,132.0,11.7,8.1,1.4,50.3,76.8,50.3,1.0,,,youngti01.html,False
2018,2018,Tony Zeno,1.0,112.0,11.4,7.5,,46.6,74.2,,1.0,,,zenoto01.html,False
2019,2019,Phil Zevenbergen,1.0,66.0,10.1,6.2,0.7,50.1,72.1,,1.0,,,zevenph01.html,False
2020,2020,Stephen Zimmerman,1.0,26.0,10.5,8.7,0.8,47.7,62.4,48.8,1.0,29.4,2.1,zimmest01.html,False
2021,2021,Jim Zoet,1.0,63.0,3.2,4.3,,47.6,42.9,,1.0,,,zoetji01.html,False
