,Unnamed: 0,name,nba_career_length,Games,Points,Rebounds,Assists,FGP,FTP,EFGP,best_year,TFGP,WS,url,allstar
1729,1729,Etan Thomas,9.0,122.0,11.0,6.9,0.4,60.0,59.8,60.0,4.0,,23.5,thomaet01.html,False
1730,1730,Irving Thomas,1.0,109.0,8.6,4.9,0.7,49.3,66.8,,1.0,,,thomair01.html,False
1731,1731,James Thomas,2.0,134.0,8.6,8.0,0.4,50.8,60.3,50.8,1.0,,12.3,thomaja02.html,False
1732,1732,Jim Thomas,4.0,113.0,6.6,4.2,2.4,51.2,77.3,,2.0,,,thomaji01.html,False
1733,1733,John Thomas,5.0,124.0,7.1,5.1,0.7,49.6,53.6,49.6,1.0,0.0,,thomajo02.html,False
1734,1734,Kenny Thomas,11.0,123.0,15.7,8.4,2.1,53.7,74.0,56.3,3.0,35.3,23.3,thomake01.html,False
1735,1735,Kurt Thomas,18.0,87.0,17.4,9.0,1.2,52.4,68.2,53.1,9.0,25.0,,thomaku01.html,False
1736,1736,Malcolm Thomas,4.0,39.0,10.8,4.1,0.7,38.7,77.2,45.0,4.0,38.0,1.3,thomama01.html,False
1737,1737,Terry Thomas,1.0,99.0,5.0,4.7,1.5,53.1,58.0,,1.0,,,thomate01.html,False
1738,1738,Tim Thomas,13.0,32.0,16.9,6.0,2.1,45.0,79.6,50.6,6.0,33.6,4.6,thomati01.html,False
1739,1739,Tyrus Thomas,8.0,32.0,12.3,9.2,1.3,60.8,65.7,61.0,4.0,100.0,7.3,thomaty01.html,False
1740,1740,Trey Thompkins,1.0,89.0,15.7,7.8,1.4,46.9,72.9,50.4,1.0,35.7,10.2,thomptr02.html,False
1741,1741,Bernard Thompson,5.0,121.0,12.0,4.6,1.6,57.7,75.4,,2.0,,,thompbe01.html,False
1742,1742,Billy Thompson,6.0,143.0,11.8,5.4,3.2,52.8,71.9,,3.0,,,thompbi01.html,False
1743,1743,Brooks Thompson,4.0,123.0,13.6,3.4,4.7,44.1,75.3,54.7,3.0,40.0,,thompbr01.html,False
1744,1744,Corny Thompson,1.0,114.0,15.9,8.9,1.9,49.4,78.1,,1.0,,,thompco01.html,False
1745,1745,Dijon Thompson,2.0,117.0,12.5,4.7,2.0,46.4,78.1,52.1,1.0,36.2,9.7,thompdi01.html,False
1746,1746,George Thompson,6.0,15.0,0.0,0.4,0.1,0.0,0.0,,1.0,,,thompge01.html,True
1747,1747,Hollis Thompson,4.0,99.0,8.7,4.1,1.1,47.8,67.6,57.7,3.0,44.0,9.5,thompho01.html,False
1748,1748,Jason Thompson,8.0,122.0,16.7,9.6,2.0,52.6,66.7,53.6,3.0,29.1,16.8,thompja02.html,False
1749,1749,LaSalle Thompson,15.0,87.0,16.8,11.8,1.0,55.3,71.3,,3.0,,,thompla01.html,False
1750,1750,Mychal Thompson,12.0,96.0,20.8,10.0,,56.7,69.2,,3.0,,,thompmy01.html,False
1751,1751,Mychel Thompson,1.0,128.0,11.0,4.3,1.6,35.7,76.0,42.7,1.0,32.6,5.1,thompmy02.html,False
1752,1752,Paul Thompson,3.0,112.0,16.5,8.1,1.7,47.7,77.6,,1.0,,,thomppa01.html,False
1753,1753,Stephen Thompson,1.0,144.0,13.6,4.2,1.8,56.0,52.7,56.9,1.0,30.2,,thompst01.html,False
1754,1754,Al Thornton,4.0,124.0,12.3,5.2,0.7,52.8,70.1,55.9,3.0,43.8,13.6,thornal01.html,False
1755,1755,Bob Thornton,8.0,85.0,9.6,5.8,1.0,59.3,61.8,,1.0,,,thornbo01.html,False
1756,1756,Marcus Thornton,8.0,66.0,20.4,5.5,1.8,45.5,77.1,53.7,1.0,38.2,10.9,thornma01.html,False
1757,1757,Otis Thorpe,17.0,113.0,14.4,8.0,0.9,57.5,65.3,,4.0,,,thorpot01.html,True
1758,1758,Darren Tillis,2.0,105.0,13.6,10.0,1.1,54.4,59.6,,2.0,,,tillida01.html,False
1759,1759,Jamaal Tinsley,11.0,68.0,12.5,4.5,6.3,38.8,68.5,42.3,1.0,32.7,8.4,tinslja01.html,False
1760,1760,Wayman Tisdale,12.0,104.0,25.6,10.1,0.9,57.8,66.1,,5.0,,,tisdawa01.html,False
1761,1761,Ray Tolbert,5.0,127.0,11.2,6.9,1.2,52.9,68.1,,2.0,,,tolbera01.html,False
1762,1762,Tom Tolbert,7.0,76.0,12.8,5.5,0.8,52.6,76.7,,5.0,,,tolbeto01.html,False
1763,1763,Dean Tolson,3.0,72.0,18.3,11.7,,51.5,51.9,,2.0,,,tolsode01.html,False
1764,1764,Andrew Toney,8.0,107.0,23.6,3.2,,52.9,77.4,,4.0,,,toneyan01.html,True
1765,1765,Sedric Toney,5.0,59.0,12.2,2.7,3.2,49.2,72.6,,2.0,,,toneyse01.html,False
1766,1766,Andy Toolson,2.0,117.0,11.9,4.5,1.7,48.7,77.6,,1.0,,,toolsan01.html,False
1767,1767,Bernard Toone,1.0,118.0,9.3,4.1,0.9,49.1,79.7,,1.0,,,toonebe01.html,False
1768,1768,Keith Tower,4.0,117.0,4.4,4.6,0.9,43.4,57.3,43.4,3.0,0.0,,towerke01.html,False
1769,1769,Linton Townes,3.0,95.0,14.5,5.3,2.0,55.7,74.9,,1.0,,,towneli01.html,False
1770,1770,Raymond Townsend,3.0,101.0,8.0,1.9,2.7,49.9,78.3,,2.0,,,townsra01.html,False
1771,1771,George Trapp,6.0,57.0,17.7,9.0,,52.4,69.4,,1.0,,,trappge01.html,False
1772,1772,Robert Traylor,7.0,91.0,13.3,8.2,1.5,56.6,54.5,56.6,3.0,0.0,13.3,traylro01.html,False
1773,1773,Gary Trent,9.0,93.0,22.7,11.3,2.0,57.3,68.7,57.9,2.0,24.6,,trentga01.html,False
1774,1774,Jeff Trepagnier,3.0,106.0,10.6,5.2,1.4,47.1,65.9,50.4,1.0,29.8,9.6,trepaje01.html,False
1775,1775,Kelly Tripucka,10.0,112.0,15.3,5.4,1.9,54.8,79.8,,1.0,,,tripuke01.html,True
1776,1776,John Tschogl,3.0,78.0,15.3,8.3,,43.9,65.8,,2.0,,,tschojo01.html,False
1777,1777,Alando Tucker,3.0,134.0,16.5,5.7,1.6,48.0,63.6,51.0,2.0,30.7,18.4,tuckeal02.html,False
1778,1778,Anthony Tucker,1.0,113.0,10.5,4.7,2.1,48.6,65.5,49.0,1.0,25.0,,tuckean01.html,False
1779,1779,Trent Tucker,11.0,115.0,12.6,3.4,1.9,49.9,77.2,,3.0,,,tucketr01.html,False
1780,1780,Ronny Turiaf,10.0,127.0,13.6,6.8,1.0,51.8,71.5,52.0,5.0,22.2,18.7,turiaro01.html,False
1781,1781,Andre Turner,6.0,132.0,10.9,1.7,5.8,48.7,75.7,,6.0,,,turnean01.html,False
1782,1782,Elston Turner,8.0,113.0,16.0,7.3,2.1,50.4,70.9,,8.0,,,turneel01.html,False
1783,1783,Evan Turner,10.0,101.0,15.0,6.8,4.1,50.2,75.8,52.7,6.0,36.2,16.1,turneev01.html,False
1784,1784,Henry Turner,2.0,114.0,11.7,5.5,1.6,46.7,67.3,,1.0,,,turnehe02.html,False
1785,1785,Jeff Turner,10.0,117.0,10.9,5.3,1.2,50.6,77.2,,5.0,,,turneje01.html,False
1786,1786,John Turner,1.0,32.0,6.6,6.2,0.9,46.8,55.2,46.8,1.0,,,turnejo01.html,False
1787,1787,Melvin Turpin,5.0,123.0,12.3,5.9,0.6,59.1,69.6,,2.0,,,turpime01.html,False
1788,1788,B.J. Tyler,1.0,93.0,16.7,2.8,5.5,43.5,74.1,52.6,1.0,36.1,,tylerbj01.html,False
1789,1789,Terry Tyler,11.0,110.0,15.0,10.5,,56.7,67.7,,2.0,,,tylerte01.html,False
1790,1790,Edwin Ubiles,1.0,131.0,14.8,4.3,2.1,49.7,67.2,53.0,1.0,35.3,16.0,ubileed01.html,False
1791,1791,Ime Udoka,7.0,45.0,8.5,4.8,2.0,37.7,71.7,41.7,4.0,28.3,1.8,udokaim01.html,False
1792,1792,Kelvin Upshaw,3.0,84.0,14.6,3.0,3.8,50.4,79.7,,3.0,,,upshake01.html,False
1793,1793,Ben Uzoh,2.0,141.0,13.8,5.0,3.0,45.4,78.2,51.3,1.0,34.9,20.2,uzohbe01.html,False
1794,1794,Darnell Valentine,9.0,118.0,15.4,3.6,5.2,47.6,71.8,,4.0,,,valenda01.html,False
1795,1795,Ronnie Valentine,1.0,101.0,21.8,9.4,,51.5,72.6,,1.0,,,valenro01.html,False
1796,1796,Dick Van Arsdale,12.0,72.0,17.2,10.0,,44.2,79.3,,1.0,,,vanardi01.html,True
1797,1797,Tom Van Arsdale,12.0,72.0,17.4,10.0,,44.8,65.1,,2.0,,,vanarto01.html,True
1798,1798,Nick Van Exel,13.0,65.0,15.2,2.5,3.6,40.9,70.1,49.7,7.0,35.8,,vanexni01.html,True
1799,1799,Keith Van Horn,9.0,122.0,20.8,8.8,1.2,52.2,85.1,58.3,3.0,40.1,,vanhoke01.html,False
1800,1800,Kiki Vandeweghe,13.0,113.0,12.2,5.0,1.5,57.0,77.6,,4.0,,,vandeki01.html,True
1801,1801,Nick Vanos,2.0,113.0,12.4,7.8,1.2,51.0,59.8,,2.0,,,vanosni01.html,False
1802,1802,David Vanterpool,1.0,112.0,13.2,5.6,3.6,42.8,73.0,47.6,1.0,32.5,,vanteda01.html,False
1803,1803,Jarvis Varnado,2.0,141.0,10.0,7.8,0.6,58.9,59.5,59.0,2.0,25.0,21.2,varnaja01.html,False
1804,1804,David Vaughn,4.0,92.0,14.2,9.8,0.9,48.6,74.9,49.3,3.0,33.3,,vaughda02.html,False
1805,1805,Jacque Vaughn,12.0,126.0,9.6,3.0,6.4,45.9,70.8,52.2,5.0,38.3,,vaughja01.html,False
1806,1806,Rashad Vaughn,3.0,23.0,17.8,4.8,1.6,43.9,69.4,52.1,1.0,38.3,2.5,vaughra01.html,False
1807,1807,Loy Vaught,11.0,134.0,10.8,7.4,0.7,61.7,75.2,61.8,5.0,33.3,,vaughlo01.html,False
1808,1808,Pete Verhoeven,6.0,99.0,6.3,3.6,,56.1,74.3,,1.0,,,verhope01.html,False
1809,1809,Charlie Villanueva,11.0,63.0,11.2,6.7,1.0,51.8,68.1,54.1,5.0,39.3,8.4,villach01.html,False
1810,1810,Jay Vincent,9.0,114.0,16.8,6.2,1.6,51.4,65.7,,2.0,,,vinceja01.html,False
1811,1811,Sam Vincent,7.0,110.0,16.8,3.0,2.8,49.1,80.3,,5.0,,,vincesa01.html,False
1812,1812,Jake Voskuhl,9.0,138.0,6.3,6.4,0.9,54.2,65.6,54.2,4.0,,18.2,voskuja01.html,False
1813,1813,Danny Vranes,7.0,111.0,15.4,8.6,1.2,58.4,70.3,,4.0,,,vraneda01.html,False
1814,1814,Jackson Vroman,2.0,63.0,13.2,9.5,2.1,55.8,51.2,55.9,1.0,7.7,8.7,vromaja01.html,False
1815,1815,Dwyane Wade,16.0,65.0,19.7,6.5,3.9,49.4,74.5,51.1,7.0,33.3,13.3,wadedw01.html,True
1816,1816,Mark Wade,2.0,82.0,3.6,2.3,8.5,43.8,72.9,,1.0,,,wadema01.html,False
1817,1817,Von Wafer,6.0,61.0,10.1,2.2,1.4,40.5,66.9,50.8,5.0,36.5,3.3,wafervo01.html,False
1818,1818,Dajuan Wagner,4.0,36.0,21.2,2.5,3.6,41.0,72.2,46.1,1.0,31.7,4.1,wagneda02.html,False
1819,1819,Milt Wagner,2.0,144.0,12.8,2.5,3.0,50.0,81.4,,1.0,,,wagnemi01.html,False
1820,1820,Granville Waiters,5.0,103.0,5.8,4.2,0.3,54.3,66.4,,1.0,,,waitegr01.html,False
1821,1821,Andre Wakefield,2.0,48.0,15.2,3.6,,45.2,70.4,,1.0,,,wakefan01.html,False
1822,1822,Neal Walk,8.0,77.0,20.8,15.3,,48.4,73.7,,1.0,,,walkne01.html,False
1823,1823,Andy Walker,1.0,51.0,8.3,4.8,2.9,49.7,64.1,50.6,1.0,27.3,,walkean01.html,False
1824,1824,Antoine Walker,12.0,69.0,11.7,6.5,2.2,44.9,66.0,46.7,5.0,25.2,,walkean02.html,True
1825,1825,Darrell Walker,10.0,90.0,14.7,5.1,3.4,51.7,63.5,,7.0,,,walkeda01.html,False
1826,1826,Henry Walker,5.0,37.0,15.3,6.0,1.7,45.6,72.7,49.4,1.0,28.5,4.6,walkebi01.html,False
1827,1827,Jimmy Walker,9.0,69.0,3.4,1.9,0.8,38.0,65.4,,2.0,,,walkeji01.html,True
1828,1828,Kenny Walker,7.0,132.0,15.8,7.1,1.2,57.1,75.0,,2.0,,,walkeke01.html,False
1829,1829,Samaki Walker,10.0,50.0,14.3,7.3,1.2,57.0,56.8,57.2,6.0,28.6,,walkesa01.html,False
1830,1830,Wally Walker,8.0,104.0,17.8,6.4,1.4,51.8,78.6,,7.0,,,walkewa01.html,False
1831,1831,Gerald Wallace,14.0,36.0,9.8,6.0,1.5,43.8,56.8,45.7,10.0,17.5,3.5,wallage01.html,True
1832,1832,John Wallace,7.0,127.0,16.7,8.4,2.0,53.3,73.8,54.7,2.0,39.0,,wallajo01.html,False
1833,1833,Rasheed Wallace,16.0,69.0,13.0,7.4,0.8,63.5,62.1,63.6,6.0,25.0,,wallara01.html,True
1834,1834,Rex Walters,7.0,120.0,13.4,2.4,3.6,50.0,83.7,59.6,2.0,42.6,,waltere01.html,False
1835,1835,Lloyd Walton,5.0,87.0,11.6,2.6,5.5,43.6,78.7,,3.0,,,waltoll01.html,False
1836,1836,Luke Walton,10.0,129.0,9.1,5.1,4.5,42.6,68.5,45.9,5.0,28.4,10.4,waltolu01.html,False
1837,1837,Charlie Ward,11.0,91.0,8.1,3.1,4.4,44.1,63.6,50.3,4.0,32.3,,wardch01.html,False
1838,1838,John Warren,5.0,84.0,15.5,7.1,,51.1,80.8,,1.0,,,warrejo01.html,False
1839,1839,Bryan Warrick,4.0,113.0,11.3,2.5,3.1,47.2,73.0,,3.0,,,warribr01.html,False
1840,1840,Hakim Warrick,8.0,135.0,15.4,7.6,1.5,53.6,65.9,53.9,5.0,25.0,20.9,warriha01.html,False
1841,1841,Chris Washburn,2.0,41.0,16.4,6.6,1.1,55.0,63.4,,1.0,,,washbch01.html,False
1842,1842,Eric Washington,2.0,112.0,13.7,5.0,1.0,43.5,78.5,54.2,1.0,38.6,,washier01.html,False
1843,1843,Jim Washington,11.0,85.0,13.5,14.0,,45.1,58.1,,1.0,,,washiji01.html,False
1844,1844,Kermit Washington,10.0,73.0,20.1,20.2,1.3,50.1,68.2,,7.0,,,washike01.html,True
1845,1845,Pearl Washington,3.0,95.0,15.7,2.7,6.7,52.6,72.9,,1.0,,,washipe01.html,False
1846,1846,Richard Washington,6.0,87.0,14.2,6.7,2.0,53.6,70.2,,2.0,,,washiri01.html,False
1847,1847,Wilson Washington,2.0,30.0,17.8,11.0,,59.7,63.4,,2.0,,,washiwi01.html,False
1848,1848,Darryl Watkins,2.0,106.0,6.0,5.8,0.6,53.6,54.2,53.6,2.0,,11.1,watkida01.html,False
1849,1849,C.J. Watson,10.0,119.0,12.0,3.7,4.8,43.2,77.7,51.5,4.0,39.6,11.9,watsocj01.html,False
1850,1850,Earl Watson,13.0,129.0,11.2,3.8,4.7,45.0,65.4,50.8,7.0,34.1,12.0,watsoea01.html,False
1851,1851,Jamie Watson,4.0,115.0,11.3,4.7,2.6,45.0,63.0,47.3,1.0,24.8,,watsoja01.html,False
1852,1852,Travis Wear,2.0,128.0,8.2,4.1,0.7,50.4,79.8,51.6,1.0,40.0,9.8,weartr01.html,False
1853,1853,Clarence Weatherspoon,13.0,117.0,18.2,11.3,1.5,57.6,67.7,58.7,2.0,44.4,,weathcl01.html,False
1854,1854,Nick Weatherspoon,7.0,71.0,20.9,11.4,,44.3,72.5,,6.0,,,weathni01.html,False
1855,1855,Kyle Weaver,3.0,121.0,9.6,4.7,3.8,46.4,71.6,48.9,2.0,27.7,15.9,weaveky01.html,False
1856,1856,Marcus Webb,1.0,84.0,3.9,2.8,0.4,54.2,59.0,54.2,1.0,,,webbma01.html,False
1857,1857,Spud Webb,12.0,66.0,10.4,1.9,5.7,47.0,76.1,,7.0,,,webbsp01.html,False
1858,1858,Briante Weber,3.0,127.0,6.8,3.3,3.0,42.6,76.9,45.5,3.0,27.4,13.4,weberbr01.html,False
1859,1859,Marvin Webster,10.0,114.0,17.5,19.9,,52.4,65.8,,2.0,,,webstma01.html,False
1860,1860,Scott Wedman,13.0,75.0,16.7,9.1,,49.3,70.4,,7.0,,,wedmasc01.html,True
1861,1861,Sonny Weems,4.0,69.0,13.3,4.6,2.3,47.3,76.7,53.4,3.0,36.6,7.4,weemsso01.html,False
1862,1862,Bob Weiss,12.0,67.0,16.3,4.4,,42.7,76.2,,1.0,,,weissbo01.html,False
1863,1863,Bonzi Wells,10.0,116.0,21.4,7.3,3.3,48.0,68.1,51.7,4.0,32.5,,wellsbo01.html,False
1864,1864,Bubba Wells,1.0,105.0,21.6,6.9,2.0,52.2,74.7,55.0,1.0,40.5,,wellsbu01.html,False
1865,1865,Owen Wells,1.0,72.0,13.5,6.3,,46.7,74.3,,1.0,,,wellsow01.html,False
1866,1866,Chris Welp,3.0,129.0,16.1,7.7,1.5,56.9,72.2,,2.0,,,welpch01.html,False
1867,1867,Bill Wennington,13.0,124.0,8.2,5.2,0.8,57.9,73.8,,6.0,,,wennibi01.html,False
1868,1868,Robert Werdann,3.0,107.0,9.7,7.0,1.2,49.4,68.9,49.4,1.0,33.3,,werdaro01.html,False
1869,1869,David Wesley,14.0,70.0,17.5,3.6,4.5,44.1,82.8,51.4,5.0,37.7,,wesleda01.html,False
1870,1870,Walt Wesley,10.0,68.0,19.3,8.3,,48.2,59.4,,1.0,,,weslewa01.html,False
1871,1871,David West,15.0,126.0,16.9,10.4,2.1,53.1,75.7,53.8,6.0,32.7,31.7,westda01.html,True
1872,1872,Delonte West,8.0,89.0,13.9,4.2,3.0,48.9,83.1,55.1,3.0,37.7,12.9,westde01.html,False
1873,1873,Doug West,12.0,138.0,14.8,4.6,1.9,48.6,71.6,,4.0,,,westdo01.html,False
1874,1874,Mario West,4.0,103.0,3.2,2.3,0.8,47.0,67.8,50.0,3.0,28.8,4.0,westma02.html,False
1875,1875,Mark West,17.0,117.0,11.4,9.5,0.6,55.9,51.4,,5.0,,,westma01.html,False
1876,1876,John Wetzel,7.0,70.0,13.6,6.9,,50.4,79.9,,1.0,,,wetzejo01.html,False
1877,1877,Robert Whaley,1.0,22.0,5.8,2.5,0.6,34.8,66.0,34.8,1.0,0.0,0.1,whalero01.html,False
1878,1878,Ennis Whatley,10.0,63.0,13.7,3.2,6.3,49.8,74.8,,1.0,,,whatlen01.html,False
1879,1879,DeJuan Wheat,2.0,136.0,16.1,2.6,3.7,45.2,75.5,55.3,2.0,37.7,,wheatde01.html,False
1880,1880,Andrew White,1.0,48.0,10.4,5.2,,46.2,70.9,,1.0,,,whitean01.html,False
1881,1881,D.J. White,6.0,99.0,14.6,7.6,0.9,56.2,69.0,56.3,4.0,33.3,18.5,whitedj01.html,False
1882,1882,Eric White,2.0,117.0,14.3,6.9,1.1,52.5,71.7,,1.0,,,whiteer01.html,False
1883,1883,Jahidi White,7.0,105.0,5.6,4.6,0.2,53.9,46.2,53.9,3.0,,,whiteja01.html,False
1884,1884,James White,3.0,123.0,10.3,4.2,2.6,44.4,78.4,50.7,3.0,33.6,14.0,whiteja02.html,False
1885,1885,Randy White,5.0,127.0,15.3,8.3,0.6,59.2,68.9,,2.0,,,whitera01.html,False
1886,1886,Rodney White,4.0,28.0,18.7,6.5,1.5,48.7,71.3,53.0,2.0,34.7,4.4,whitero02.html,False
1887,1887,Rory White,5.0,116.0,14.9,6.4,,56.4,68.6,,5.0,,,whitero01.html,False
1888,1888,Rudy White,5.0,57.0,10.7,3.4,,52.6,70.8,,1.0,,,whiteru01.html,False
1889,1889,Tony White,1.0,127.0,17.5,2.2,1.9,49.6,84.0,,1.0,,,whiteto01.html,False
1890,1890,Willie White,2.0,122.0,16.2,4.1,2.3,50.9,83.1,,2.0,,,whitewi01.html,False
1891,1891,Isaiah Whitehead,2.0,56.0,15.8,3.7,4.5,37.5,75.7,45.2,1.0,35.9,5.3,whiteis01.html,False
1892,1892,Jerome Whitehead,11.0,89.0,11.1,7.6,0.9,54.8,62.8,,4.0,,,whiteje01.html,False
1893,1893,Dwayne Whitfield,1.0,67.0,14.1,7.7,0.5,58.4,65.1,58.4,1.0,0.0,,whitfdw01.html,False
1894,1894,Chris Whitney,11.0,58.0,14.6,3.7,6.1,42.7,78.8,56.0,9.0,41.3,,whitnch01.html,False
1895,1895,Hawkeye Whitney,2.0,117.0,16.8,5.6,2.2,50.7,67.1,,1.0,,,whitnha02.html,False
1896,1896,Shayne Whittington,2.0,114.0,9.8,6.5,0.7,51.5,76.0,52.0,1.0,16.7,11.7,whittsh01.html,False
1897,1897,Sidney Wicks,10.0,90.0,15.8,9.9,,51.1,63.5,,2.0,,,wickssi01.html,True
1898,1898,Mitchell Wiggins,6.0,78.0,15.9,6.5,1.5,53.6,72.8,,1.0,,,wiggimi01.html,False
1899,1899,C.J. Wilcox,3.0,131.0,14.4,3.4,1.6,43.3,84.0,53.5,2.0,38.9,15.5,wilcocj01.html,False
1900,1900,Chris Wilcox,11.0,70.0,7.9,4.7,1.0,52.0,58.9,52.0,6.0,0.0,5.5,wilcoch01.html,False
1901,1901,Michael Wiley,2.0,120.0,16.4,6.6,,57.0,71.2,,2.0,,,wileymi01.html,False
1902,1902,Morlon Wiley,7.0,113.0,12.7,2.8,3.8,44.8,78.0,50.1,5.0,39.0,,wileymo01.html,False
1903,1903,Bob Wilkerson,7.0,92.0,6.3,4.0,3.4,45.8,61.2,,2.0,,,wilkebo01.html,False
1904,1904,James Wilkes,3.0,110.0,6.3,3.7,1.8,49.7,68.1,,2.0,,,wilkeja02.html,False
1905,1905,Damien Wilkins,10.0,117.0,10.9,5.0,2.6,40.8,72.5,44.8,4.0,30.5,9.4,wilkida02.html,False
1906,1906,Gerald Wilkins,13.0,85.0,17.0,4.1,1.7,51.4,65.5,,9.0,,,wilkige01.html,False
1907,1907,Jeff Wilkins,6.0,81.0,16.4,9.8,1.2,47.5,69.4,,3.0,,,wilkije01.html,False
1908,1908,Mike Wilks,7.0,117.0,11.1,3.7,3.0,40.9,72.9,46.1,1.0,34.6,10.2,wilksmi01.html,False
1909,1909,Aaron Williams,14.0,117.0,9.2,6.1,1.1,55.6,70.7,55.6,7.0,,,williaa01.html,False
1910,1910,Alvin Williams,9.0,131.0,10.9,3.7,4.2,44.3,72.6,50.4,5.0,35.0,,willial02.html,False
1911,1911,Art Williams,8.0,78.0,12.9,7.5,,47.3,62.4,,1.0,,,williar01.html,False
1912,1912,Brandon Williams,3.0,112.0,13.4,5.3,1.0,44.9,75.1,50.5,1.0,35.4,,willibr01.html,True
1913,1913,Buck Williams,17.0,85.0,13.6,10.9,0.9,61.5,62.3,,2.0,,,willibu01.html,True
1914,1914,Chuck Williams,8.0,68.0,11.8,4.3,,43.9,69.1,,2.0,,,willich02.html,True
1915,1915,Corey Williams,2.0,128.0,10.3,3.2,2.7,44.7,72.9,50.3,1.0,34.6,,willico01.html,False
1916,1916,Deron Williams,12.0,101.0,11.0,3.3,5.9,42.2,68.5,50.8,4.0,37.4,10.7,willide01.html,True
1917,1917,Derrick Williams,7.0,27.0,11.1,3.2,3.2,41.8,81.3,54.6,2.0,43.1,2.7,willide02.html,True
1918,1918,Duck Williams,1.0,115.0,12.5,1.9,1.7,48.3,74.9,,1.0,,,willidu01.html,False
1919,1919,Earl Williams,4.0,105.0,6.0,3.0,3.0,44.0,65.3,,1.0,,,williea01.html,False
1920,1920,Elliot Williams,4.0,68.0,11.1,3.1,2.2,45.4,71.9,52.1,2.0,34.5,6.6,williel01.html,False
1921,1921,Eric Williams,12.0,60.0,16.7,5.9,1.9,45.3,67.3,47.2,8.0,34.9,,willier01.html,False
1922,1922,Frank Williams,3.0,101.0,14.3,4.0,4.3,39.6,80.7,45.3,2.0,32.6,11.2,willifr02.html,False
1923,1923,Freeman Williams,6.0,106.0,30.7,4.3,,46.8,78.9,,2.0,,,willifr01.html,False
1924,1924,Gus Williams,11.0,82.0,16.1,4.2,4.4,46.9,70.7,,6.0,,,willigu01.html,True
1925,1925,Guy Williams,2.0,99.0,12.1,5.1,2.4,47.0,63.2,,1.0,,,willigu02.html,False
1926,1926,Herb Williams,18.0,114.0,17.6,9.7,0.9,49.9,66.9,,2.0,,,willihe01.html,False
1927,1927,Hot Rod Williams,13.0,115.0,16.0,7.0,1.7,54.9,73.1,,4.0,,,williho01.html,False
1928,1928,Jason Williams,12.0,48.0,14.9,3.3,6.5,48.3,79.3,56.7,3.0,39.4,5.6,willija02.html,False
1929,1929,Jawad Williams,3.0,128.0,12.7,4.8,1.5,48.7,72.4,53.8,3.0,34.9,12.5,willija04.html,False
1930,1930,Jay Williams,1.0,108.0,19.3,3.7,6.0,45.3,67.1,55.2,1.0,39.3,17.6,willija03.html,False
1931,1931,Jayson Williams,9.0,72.0,14.9,6.8,0.5,55.0,65.2,55.1,8.0,25.0,,willija01.html,True
1932,1932,Jerome Williams,9.0,68.0,10.5,9.3,1.4,54.4,63.4,54.7,7.0,16.7,,willije01.html,False
1933,1933,John Williams,8.0,66.0,15.8,7.6,3.1,51.1,77.1,,3.0,,,willijo02.html,False
1934,1934,Jordan Williams,1.0,66.0,13.2,10.2,0.4,52.8,55.9,52.8,1.0,,9.3,willijo03.html,False
1935,1935,Justin Williams,2.0,58.0,10.1,8.7,0.6,53.8,57.4,53.8,1.0,0.0,7.9,williju01.html,False
1936,1936,Kenny Williams,4.0,21.0,0.9,0.3,0.4,33.3,60.0,36.1,4.0,25.0,0.0,willike03.html,False
1937,1937,Kevin Williams,5.0,102.0,7.0,1.5,1.3,53.3,77.0,,4.0,,,willike01.html,False
1938,1938,Lorenzo Williams,7.0,63.0,8.5,9.2,1.6,53.0,48.4,53.0,3.0,,,willilo01.html,False
1939,1939,Marcus Williams,2.0,70.0,9.0,3.2,7.3,40.2,79.1,45.5,1.0,37.5,6.9,willima04.html,False
1940,1940,Marvin Williams,15.0,36.0,11.3,6.6,0.7,50.6,84.7,54.5,11.0,43.2,4.8,willima02.html,False
1941,1941,Micheal Williams,10.0,115.0,16.1,2.9,4.0,48.5,73.8,,4.0,,,willimi02.html,False
1942,1942,Mike Williams,1.0,102.0,12.3,7.1,0.8,54.6,61.3,,1.0,,,willimi03.html,False
1943,1943,Mo Williams,13.0,64.0,13.1,3.9,4.2,40.5,84.7,47.0,8.0,29.4,7.2,willima01.html,True
1944,1944,Monty Williams,9.0,85.0,16.1,7.0,1.6,48.7,73.8,51.6,3.0,36.4,,willimo01.html,False
1945,1945,Nate Williams,8.0,82.0,14.9,6.6,1.9,53.0,77.1,53.0,1.0,11.1,10.7,willina01.html,False
1946,1946,Pete Williams,2.0,59.0,13.4,9.2,0.9,60.5,60.2,,1.0,,,willipe01.html,False
1947,1947,Ray Williams,10.0,52.0,18.9,6.6,5.7,47.2,76.3,,5.0,,,willira01.html,False
1948,1948,Reggie Williams,7.0,138.0,15.3,6.4,2.4,49.0,76.8,,7.0,,,willire02.html,False
1949,1949,Rickey Williams,1.0,103.0,13.1,1.8,,47.7,73.5,,1.0,,,williri01.html,False
1950,1950,Rob Williams,2.0,88.0,20.9,2.5,4.6,50.8,78.1,,2.0,,,williro02.html,False
1951,1951,Ron Williams,8.0,70.0,7.5,2.1,,43.2,57.1,,1.0,,,williro01.html,False
1952,1952,Sam Williams,4.0,10.0,0.9,1.0,0.0,35.7,50.0,35.7,3.0,,0.0,willisa02.html,False
1953,1953,Scott Williams,15.0,138.0,10.9,6.2,0.9,55.1,63.3,55.3,3.0,23.5,,willisc01.html,False
